# %ECSV 0.9
# ---
# datatype:
# - name: sim_ra
#   unit: deg
#   datatype: float64
#   description: Right ascension
#   meta: !!omap
#   - {ucd: pos.eq.ra;meta.main}
# - name: sim_dec
#   unit: deg
#   datatype: float64
#   description: Declination
#   meta: !!omap
#   - {ucd: pos.eq.dec;meta.main}
# - name: sim_plx
#   unit: mas
#   datatype: float64
#   description: Parallax
#   meta: !!omap
#   - {ucd: pos.parallax.trig}
# - name: distance
#   datatype: float64
#   meta: !!omap
#   - {ucd: pos.parallax.trig}
# - {name: sim_name, datatype: string}
# - {name: sim_sptype, datatype: string}
# - {name: gal_coord_l, unit: deg, datatype: float64}
# - {name: gal_coord_b, unit: deg, datatype: float64}
# - {name: mod_Teff, unit: K, datatype: float64}
# - {name: mod_R, unit: solRad, datatype: float64}
# - {name: mod_M, unit: solMass, datatype: float64}
# - {name: sep_phys, unit: AU, datatype: float64}
# - {name: binary_flag, datatype: bool}
# delimiter: ','
# meta: !!omap
# - {ID: result_1589263939298}
# - {name: result_1589263939298}
# schema: astropy-2.0
sim_ra,sim_dec,sim_plx,distance,sim_name,sim_sptype,gal_coord_l,gal_coord_b,mod_Teff,mod_R,mod_M,sep_phys,binary_flag
45.4641367225998,-16.5933395225627,145.5466,6.8706517362824,BD-17   588A,M3.0,200.48640567229913,-58.0738037262467,3250.0,0.291,0.26,22.7,True
45.462819,-16.591852,139.7,7.158196134574088,BD-17   588B,M2.5V,200.48284830068854,-58.074321930221345,3500.0,0.393,0.4,23.6,True
153.0340369238754,-18.617810041978867,58.2,17.18213058419244,BD-17  3088,K7V,258.3566637542538,30.14346550921589,4070.0,0.654,0.63,6862.5,True
76.7079844529418,-21.5858683294245,50.308,19.877554265723145,BD-21  1074A,M2,222.48979554292322,-32.17471746559966,3500.0,0.393,0.4,169.0,True
46.9823011204526,-28.2197121588635,51.1248,19.559978718743153,CD-28  1030,M1Ve,223.0514960294082,-59.860727451898605,3650.0,0.46,0.47,1302.7,True
34.146280142738,-30.9687468533746,74.4161,13.437952271081123,CD-31   908,M4,229.67648210932177,-71.03028300781469,3100.0,0.243,0.18,1411.0,True
34.1716579023093,-30.9883965958152,74.5545,13.413006592492739,CD-31   909,M3Ve,229.72915057551467,-71.00649141828012,3250.0,0.291,0.26,1408.4,True
280.8021008574615,-33.3794795023985,62.3774,16.031447286998176,CD-33 13497,M2,1.8360439701341527,-12.955461961811018,3500.0,0.393,0.4,237.3,True
160.4659783822089,-36.6333691796394,56.2501,17.777746172895693,CD-35  6662,M0Vk:,275.8293828094409,19.327717170224336,3800.0,0.535,0.54,304.0,True
245.01461233019373,-37.52900234308722,117.356,8.521081154776919,CD-37 10765A,M3V,342.2729583880834,8.931779382501846,3250.0,0.291,0.26,37.5,True
254.2023665907254,-39.09393346715028,63.8072,15.672212540277586,CD-38 11343A,M3Ve,345.90816871988596,2.5052754264945074,3250.0,0.291,0.26,43.9,True
254.201410761885,-39.093514470865834,63.6307,15.715684410198223,CD-38 11343B,M4Ve,345.90803348981495,2.506116629623138,3100.0,0.243,0.18,44.0,True
24.6811908671571,-45.242089920463,59.6879,16.753814424699144,CD-45   543A,M0,278.51290651959147,-69.5781961498454,3800.0,0.535,0.54,226.2,True
262.5466791911758,-51.63698326023278,62.365,16.034634811192173,CD-51 10924,M0V,339.10399667812123,-9.54277400548993,3800.0,0.535,0.54,763.2,True
73.3800065753779,-55.860306813514725,90.1237,11.09586046733545,CD-56  1032A,M3Ve,264.2717890827995,-38.5502776627464,3250.0,0.291,0.26,83.2,True
73.3772718973832,-55.8587958424809,90.1653,11.090741116593634,CD-56  1032B,M4Ve,264.2701425635173,-38.55200406350041,3100.0,0.243,0.18,83.2,True
76.4473848063942,-57.553832611815,85.4852,11.697931337822219,CD-57  1079,K7Vk,266.12899645293635,-36.66960094403822,4070.0,0.654,0.63,3749.2,True
160.46101793020085,-36.63076016249722,56.3844,17.73540199062152,CPD-35  4332,M2+V,275.82434546355256,19.32795713578372,3500.0,0.393,0.4,303.3,True
214.3420932159898,45.4294434180692,51.7439,19.325949532215393,FBS 1415+456,M5/6,85.53941975904577,64.96215442616241,3000.0,0.149,0.12,1142.2,True
176.9197797487464,0.2555844806711,53.1949,18.798794621288884,G  10-49,M4V,270.6359243058307,59.06986392918868,3100.0,0.243,0.18,456.8,True
15.808977018220418,20.097856773645276,62.627,15.9675539304134,G  33-35A,M1.5,126.70122597355567,-42.687528273098806,3650.0,0.46,0.47,31.9,True
15.809565240707501,20.09834288318861,62.1,16.10305958132045,G  33-35B,M3.5,126.70193481107597,-42.68700868958507,3250.0,0.291,0.26,32.2,True
203.18585420836666,16.81086474006361,60.3012,16.583417908764666,G  63-36A,M3.5Ve,347.8592147082722,75.9375127993635,3250.0,0.291,0.26,43.1,True
203.18648482543125,16.811458061973056,60.3748,16.56320186567906,G  63-36B,M4Ve,347.8626918892288,75.9375639412832,3100.0,0.243,0.18,43.1,True
217.0732332936056,5.3127206855798,52.7452,18.959071157185868,G  65-53,M3.5Ve,353.84936478030386,58.25757927580794,3250.0,0.291,0.26,1154.6,True
217.0896634507934,5.3170278341473995,52.6975,18.976232269082974,G  65-54,M3.0Ve,353.87743218448264,58.249327550787356,3250.0,0.291,0.26,1155.7,True
17.9816069162444,4.9181058284858,63.5922,15.725199002393376,G  70-43,M3.5Ve,132.4805089844955,-57.57329787559972,3250.0,0.291,0.26,998.6,True
17.991623230057,4.9034607906881,64.6265,15.473528660843463,G  70-44,M4V,132.50296968250575,-57.58630038422759,3100.0,0.243,0.18,982.6,True
20.687376225454585,0.5344751979908333,65.5108,15.264658651703229,G  70-55A,M5V,139.42376743723784,-61.33065380070945,3000.0,0.149,0.12,27.5,True
20.688395833333335,0.5347444444444445,69.2,14.45086705202312,G  70-55B,M5V,139.42568183647754,-61.33013567369954,3000.0,0.149,0.12,26.0,True
39.19882043028959,32.07218326726973,51.1963,19.532661539994102,G  74-34A,M3.5,147.5939399120067,-25.70521843911799,3250.0,0.291,0.26,50.8,True
39.19936391688541,32.072628176788896,51.1368,19.555388682905463,G  74-34B,M3,147.59418293747876,-25.704616700121306,3250.0,0.291,0.26,50.8,True
94.294386769805,5.1173220593353,55.5416,18.004522736111312,G 106-36,M3.5V,204.44171320091542,-5.2411905157136935,3250.0,0.291,0.26,3217.4,True
167.83114972730584,43.417334789704164,59.7825,16.727303140551165,G 122-2A,M3,167.53535226675612,64.0472889124702,3250.0,0.291,0.26,60.2,True
167.83259140850333,43.41750744360222,59.8346,16.71273811473629,G 122-2B,M2.5,167.53379320740584,64.04810187359027,3500.0,0.393,0.4,60.2,True
142.2321390766871,-7.3699586028921,57.1832,17.487653716476167,G 161-34,M4.5,240.54588393384188,30.093895780303036,3100.0,0.243,0.18,622.6,True
197.3957147149423,28.9851007015511,77.813,12.85132304370735,G 164-47,M4.8V,58.87098595078907,85.58767057418127,3100.0,0.243,0.18,2441.8,True
67.79799209999999,58.977072500000006,180.4215,5.542576688476705,G 175-34A,M4.0Ve,148.1026209151618,7.311725959662389,3100.0,0.243,0.18,38.2,True
89.907299535927,58.593012550612,74.1524,13.485740178335428,G 192-11,M0.0V,154.92829452218422,16.57227801966722,3800.0,0.535,0.54,2172.6,True
89.9820195991631,58.5708920969363,74.0334,13.507416922632217,G 192-12,M4.2V,154.96646328215144,16.59812871978144,3100.0,0.243,0.18,2176.0,True
274.5141671114825,38.77618211429445,88.0473,11.357531690352799,G 204-57,M4V,66.18566997623884,22.722947600299293,3100.0,0.243,0.18,96.5,True
274.5176116426329,38.775723909101664,88.0532,11.35677067954373,G 204-58,M3V,66.1860624637629,22.720247592189807,3250.0,0.291,0.26,96.5,True
145.6451719822385,70.0338793018727,84.3568,11.854408891755021,G 236-1,M2.5V,141.86102699914943,39.420192618905354,3500.0,0.393,0.4,1047.9,True
145.7155334694653,70.0394108735893,84.1959,11.877062897361986,G 236-2,M3.5V,141.83834938727531,39.437538027257375,3250.0,0.291,0.26,1049.9,True
3.4113007329373,80.6657892532182,51.9505,19.249092886497724,G 242-48,M1.5V,121.32851684460171,17.91191313575379,3650.0,0.46,0.47,246.4,True
27.9630517977609,64.434978360552,57.7647,17.311610724196612,G 244-37,M2.5Ve,129.39341484972834,2.3238090154568876,3500.0,0.393,0.4,233.7,True
90.19418263794418,68.14141909982084,50.3718,19.85237771927944,G 249-27,M4,145.75396273552258,20.52091280617687,3100.0,0.243,0.18,1111.7,True
90.206293749175,68.15634558988084,50.3488,19.861446548875048,G 249-28,M3.5Ve,145.740987093281,20.530682731686586,3250.0,0.291,0.26,1112.2,True
1.4208450799508332,45.81037597446889,86.9402,11.502158955235897,HD     38B,M0.5V,114.65013428123179,-16.324327801854572,3800.0,0.535,0.54,51.8,True
11.451196912960416,-41.909189620979994,63.507,15.746295683940353,HD   4378A,K5Ve,307.03085202025466,-75.17420010961517,4330.0,0.672,0.66,75.6,True
11.4529517889023,-41.909617573231,63.5619,15.732695215215404,HD   4378B,K7Ve,307.0256239954453,-75.17388528755129,4070.0,0.654,0.63,75.5,True
37.2571811494007,-19.9791765215757,51.2879,19.497776278615422,HD  15468,K4.5Vk,200.41517581629677,-66.5680564569879,4540.0,0.737,0.71,9241.9,True
50.8215693086802,-49.9919206189316,51.8133,19.300063883211454,HD  21209,K3.5V,261.65779125447125,-53.1655610060797,4700.0,0.72,0.73,283.7,True
50.816206297232696,-49.9940952368306,51.8098,19.30136769491486,HD  21209B,K8Vk:,261.6634478163529,-53.16782307233541,4000.0,0.587,0.59,283.7,True
59.3695788391016,-1.1594643180989,65.355,15.301048121796342,HD  24916,K4V,190.74964885570694,-38.43416638977584,4540.0,0.737,0.71,168.3,True
79.80261017803457,-3.0733986866758336,57.979,17.247624139774747,HD  34673B,M2:,204.84132628149433,-21.87020957045475,3500.0,0.393,0.4,25.9,True
85.3347322015505,53.4810585082928,81.43,12.280486307257766,HD  37394,K1,158.38449208463064,11.945289569836094,5140.0,0.809,0.82,1197.3,True
115.0120892303599,-3.6036747115083,71.0801,14.068635243900895,HD  61606B,K7V,221.7721966105616,9.10973880015759,4070.0,0.654,0.63,810.4,True
119.445477208476,-60.3030698850463,61.7309,16.199342630676046,HD  65907,F9.5V,273.3842957966625,-15.678201112815918,6000.0,1.18,1.11,972.0,True
133.853305671515,70.79431358159862,86.3786,11.576941510976097,HD  75632A,M1V,143.21022648604438,35.54671465192514,3650.0,0.46,0.47,39.4,True
133.85383691378496,70.79393901084944,86.321,11.58466653537378,HD  75632B,M1V,143.21058349836755,35.54700870234969,3650.0,0.46,0.47,39.4,True
135.322820733425,15.265765890625001,54.131,18.473702684229,HD  77175A,K5,213.0576972145293,35.51477681909317,4330.0,0.672,0.66,75.7,True
138.5948977165475,52.6866091224324,157.8796,6.333940547100449,HD  79210,K7V,164.93551062943573,42.6674954332757,4070.0,0.654,0.63,107.7,True
138.6028460872356,52.6863628112122,157.8851,6.333719901371314,HD  79211,M0V,164.9346184391098,42.67227502850346,3800.0,0.535,0.54,107.7,True
143.1823309847715,26.988530058964,55.3165,18.077788724883174,HD  82443,G9V(k),201.2106520357257,46.06432295894424,5340.0,0.876,0.9,1175.1,True
143.2010094378802,26.9954932803558,55.2591,18.096566900293347,HD  82443B,M5.5V,201.2058464420129,46.08205395762245,3000.0,0.149,0.12,1176.3,True
167.7715497259945,30.4460180440292,84.0803,11.893392387991005,HD  97101,K7V,198.36954337524293,67.81033620558527,4070.0,0.654,0.63,405.6,True
167.76057319163624,30.444810320659442,84.1971,11.876893622226893,HD  97101B,M2V,198.37375249011677,67.80092987844621,3500.0,0.393,0.4,405.0,True
168.79959707819458,73.47520523336473,69.1217,14.467236772243737,HD  97584A,K4V,131.89987208213938,41.93575646612238,4540.0,0.737,0.71,416.7,True
170.36108102143623,-20.45383068879389,76.4165,13.086179032015337,HD  98712A,K7V,275.99987455137034,37.66669584736786,4070.0,0.654,0.63,49.7,True
170.3607844866749,-20.4526093831594,76.3549,13.096736424250441,HD  98712B,M2.5Ve,275.9988938971735,37.66767880375377,3500.0,0.393,0.4,49.8,True
171.1682759529621,-61.647586629305,82.5253,12.117496089078138,HD  99279A,K5-V,292.82248133209845,-0.4906915449141856,4330.0,0.672,0.66,48.5,True
171.1644536903785,-61.6484073191821,85.5929,11.683212042120315,HD  99279B,K7-V(k),292.82103716688476,-0.4920637029570234,4070.0,0.654,0.63,46.7,True
192.0446070658658,-24.8066021151088,53.376,18.735011990407674,HD 111261,K4V,301.99248605041004,38.05919988601789,4540.0,0.737,0.71,224.8,True
192.04161861932332,-24.80461894318028,53.3789,18.73399414375343,HD 111261B,K7Vk:,301.9890006112894,38.06113911285574,4070.0,0.654,0.63,224.8,True
200.9131407189138,2.7233273146078,60.2511,16.597207353890635,HD 116442,G9V,321.83396299922373,64.40634397743496,5340.0,0.876,0.9,424.9,True
200.9201881012714,2.7252744774398,60.3373,16.573495996672044,HD 116443,K2V,321.8508658399319,64.40617546797436,4990.0,0.742,0.76,424.3,True
206.92567360793583,-32.43003531988,68.4515,14.608883662154957,HD 120036A,K6V,316.4909697280296,28.955979575148707,4190.0,0.656,0.64,118.3,True
206.9285239201652,-32.4308523571315,68.6146,14.574157686556507,HD 120036B,K7V,316.49340299760706,28.954593116463094,4070.0,0.654,0.63,118.1,True
215.8136864727769,1.2415671623862,57.3445,17.43846402008911,HD 126053,G1.5V,347.1642179960303,56.017029038062766,5880.0,1.12,1.07,2718.7,True
233.8335178017592,60.086991504746,51.1517,19.549692385590312,HD 139477,K3V,94.33158301066902,46.91397035276978,4700.0,0.72,0.73,830.9,True
241.2366409332847,39.1565096641853,69.587,14.370500237113253,HD 144579,G8V,62.369343881135435,48.27260200717824,5490.0,0.909,0.94,1005.9,True
241.2119096019213,39.1599776208529,69.4293,14.403141036997349,HD 144579B,M4.0V,62.375410757411906,48.29166706829153,3100.0,0.243,0.18,1008.2,True
244.17811084061873,67.238841858505,92.8704,10.767693473916339,HD 147379,M1-Ve,99.90028081851501,39.47010320725549,3650.0,0.46,0.47,683.7,True
246.00537748760706,-39.19298183645472,77.4716,12.907955947727942,HD 147513,G5V,341.62086901183864,7.212642459038064,5660.0,0.982,0.98,4454.5,True
247.21942199392663,18.414056113917223,51.749,19.324044909080367,HD 148653A,K3V,35.0885463579751,39.499597459640015,4700.0,0.72,0.73,48.3,True
247.21992065657577,18.41373416973722,51.787,19.309865410238093,HD 148653B,K3V,35.08836888775196,39.49904180884198,4700.0,0.72,0.73,48.3,True
254.72520834731537,-39.558548343620274,52.9579,18.882923983012923,HD 153026A,K5,345.79538872468896,1.8996859887403545,4330.0,0.672,0.66,69.9,True
254.7255655109664,-39.5575384241331,52.8902,18.907094319930724,HD 153026B,M0,345.7963528043004,1.9000950558275809,3800.0,0.535,0.54,70.0,True
259.4601000870824,52.4471145075626,53.965,18.53052904660428,HD 156985,K2,79.70963949330637,35.23449400080905,4990.0,0.742,0.76,3385.5,True
280.6946035555876,59.6303921626809,283.9489,3.52176042942938,HD 173739,M3V,89.28835708444772,24.230707178140364,3250.0,0.291,0.26,40.1,True
280.6953925742074,59.626867525699,283.8624,3.52283359825042,HD 173740,M3.5V,89.28468421890551,24.229539109822394,3250.0,0.291,0.26,40.2,True
284.3774629205954,-55.99190243265694,81.1381,12.324666217227172,HD 175224A,K5Ve,340.3426401365744,-23.027831200540064,4330.0,0.672,0.66,33.3,True
284.37704852512377,-55.991119959026946,81.1583,12.3215986534957,HD 175224B,K7Ve,340.34339760778477,-23.02740691384548,4070.0,0.654,0.63,33.3,True
293.0279344340109,-11.2749414444338,56.5162,17.694041708395115,HD 183870,K2V,27.307655702922172,-14.077927372416754,4990.0,0.742,0.76,3689.2,True
293.0337731461879,-11.3326027790201,56.5564,17.681464874001882,HD 183870B,M5,27.256494688512394,-14.107849748632626,3000.0,0.149,0.12,3686.6,True
300.860753722107,29.8665353405527,62.5879,15.977529202929002,HD 190360B,M4.5V,67.36445851144943,-0.6554861538122823,3100.0,0.243,0.18,2844.0,True
349.8609936942992,79.0035197228101,52.7325,18.963637225619873,HD 220140,G9V,118.46368692490685,16.938260038248032,5340.0,0.876,0.9,183.9,True
349.8519544410437,79.0010598442645,52.8201,18.93218680010072,HD 220140B,M3.5V,118.46107280627909,16.936595413105206,3250.0,0.291,0.26,183.6,True
283.7235070587973,10.977865982706,53.7705,18.597558140616137,HD 230017A,M0V,43.11013703090626,4.224108316419919,3800.0,0.535,0.54,70.7,True
283.7242675135314,10.978821604629,53.8756,18.56127820386223,HD 230017B,M3.5V,43.111329986478964,4.223873561670421,3250.0,0.291,0.26,70.5,True
85.3780441540032,53.4898028013944,81.4467,12.277968290919091,HD 233153,M1.0V,158.38983624053463,11.971997507303774,3650.0,0.46,0.47,1197.1,True
286.8050161573743,20.8770155201111,113.2063,8.833430648294309,HD 349726,M2V,53.32206461529012,6.0431731686935635,3500.0,0.393,0.4,1008.8,True
3.9646928864965,-67.9977286144217,53.2666,18.773490329775132,L   86-66,M0.5,307.97528968323996,-48.78064400612659,3800.0,0.535,0.54,899.3,True
3.9311769063637,-67.9933477378045,53.3568,18.7417536284035,L   86-67,M2.5,307.9953165958552,-48.782300484527674,3500.0,0.393,0.4,897.7,True
262.5676597957952,-51.6396096800466,62.6234,15.968471849180977,L  269-24,M3,339.10877360771013,-9.55519395234858,3250.0,0.291,0.26,760.1,True
46.9724558054959,-28.2360878706607,51.0297,19.596431097968438,L  587-51,M3,223.08209811649834,-59.8710902394018,3250.0,0.291,0.26,1305.1,True
339.6059935686416,-29.3568360713501,84.4509,11.841200034576303,L  645-73,M3.5,20.659514469060824,-60.71825387525887,3250.0,0.291,0.26,172.9,True
339.6027716921934,-29.3539107545244,84.3748,11.851879945196908,L  645-74,M2,20.66509936097659,-60.71525704239793,3500.0,0.393,0.4,173.0,True
37.1330662032814,-20.0406006074113,50.8621,19.661004952607147,L  657-32,M2.5V,200.44645194813856,-66.69928096851572,3500.0,0.393,0.4,9319.3,True
182.8206060137835,-19.97269856271,78.5165,12.736176472461203,L  758-107,M2.5V,290.2152112377732,41.90536654810551,3500.0,0.393,0.4,1082.6,True
182.7989995407656,-19.9605747937849,78.3453,12.764007540975657,L  758-108,M3,290.1851245140628,41.9129854558162,3250.0,0.291,0.26,1084.9,True
3.4289181346321,80.6636523747719,52.0266,19.220936982236008,LP   12-304,M5,121.33114011008563,17.909363182780737,3000.0,0.149,0.12,246.0,True
350.7242783545608,78.794046888775,52.792,18.942263979390816,LP   12-90,M4.5V,118.54782361221304,16.68327392722237,3100.0,0.243,0.18,183.7,True
233.8570115633362,60.0854366448485,51.2843,19.499144962493393,LP   99-392,M4.1,94.32072804148076,46.90476726964831,3100.0,0.243,0.18,828.7,True
259.4107237955206,52.406180210893,53.9368,18.540217439670133,LP  138-36,M3.5V,79.65962150752628,35.2647208818203,3250.0,0.291,0.26,3387.3,True
176.9254029878716,0.2516798976805,52.9925,18.87059489550408,LP  613-50,M5e,270.64916048865217,59.06910230787518,3000.0,0.149,0.12,458.6,True
336.5645477,3.0020745,53.1,18.832391713747647,LP  640-72,M6V,67.912864232191,-43.82419708372019,2710.0,0.129,0.097,207.2,True
359.3306618091301,-12.9779803176913,50.8558,19.66344055152018,LP  704-14,M3,78.45216898636748,-71.01321614573185,3250.0,0.291,0.26,387.4,True
359.3357478507983,-12.9802365337816,50.1803,19.928139130296152,LP  704-15,M4+M8,78.45943870100531,-71.01812131497677,3100.0,0.243,0.18,392.6,True
